Time,VehicleID,TowerID,RSSI,Distance,TowerLoad
1,2049,1,6.89281,2042.91,1
1,2050,1,15.0294,2108.88,1
1,2051,1,12.2873,1496.79,1
1,2052,1,14.174,1687.71,1
1,2053,1,5.48877,2561.86,1
1,2054,1,9.47268,1670.76,1
1,2055,1,31.6776,554.454,1
1,2056,1,7.84638,2293.74,1
1,2057,1,9.50318,2336.03,1
1,2058,1,14.7431,1137.33,1
1,2049,2,9.53088,1748.82,0.857143
1,2050,2,17.5433,1818.54,0.857143
1,2051,2,15.0664,1270.72,0.857143
1,2052,2,16.6726,1456.67,0.857143
1,2053,2,7.55671,2267.98,0.857143
1,2054,2,12.7581,1376.71,0.857143
1,2055,2,40.6618,326.569,0.857143
1,2056,2,9.7209,2053.89,0.857143
1,2057,2,11.7445,2047.04,0.857143
1,2058,2,17.6216,959.906,0.857143
1,2049,3,6.89281,2042.91,0.75
1,2050,3,15.0294,2108.88,0.75
1,2051,3,12.2873,1496.79,0.75
1,2052,3,14.174,1687.71,0.75
1,2053,3,5.48877,2561.86,0.75
1,2054,3,9.47268,1670.76,0.75
1,2055,3,31.6776,554.454,0.75
1,2056,3,7.84638,2293.74,0.75
1,2057,3,9.50318,2336.03,0.75
1,2058,3,14.7431,1137.33,0.75
1,2049,4,9.53088,1748.82,0.666667
1,2050,4,17.5433,1818.54,0.666667
1,2051,4,15.0664,1270.72,0.666667
1,2052,4,16.6726,1456.67,0.666667
1,2053,4,7.55671,2267.98,0.666667
1,2054,4,12.7581,1376.71,0.666667
1,2055,4,40.6618,326.569,0.666667
1,2056,4,9.7209,2053.89,0.666667
1,2057,4,11.7445,2047.04,0.666667
1,2058,4,17.6216,959.906,0.666667
1,2049,5,6.89281,2042.91,0.6
1,2050,5,15.0294,2108.88,0.6
1,2051,5,12.2873,1496.79,0.6
1,2052,5,14.174,1687.71,0.6
1,2053,5,5.48877,2561.86,0.6
1,2054,5,9.47268,1670.76,0.6
1,2055,5,31.6776,554.454,0.6
1,2056,5,7.84638,2293.74,0.6
1,2057,5,9.50318,2336.03,0.6
1,2058,5,14.7431,1137.33,0.6
2,2049,1,6.88921,2043.35,0.636364
2,2050,1,12.4175,2107.21,0.636364
2,2051,1,19.278,1495.19,0.636364
2,2052,1,10.3108,1691.93,0.636364
2,2053,1,-7.3155,2563.17,0.636364
2,2054,1,2.60363,1669.45,0.636364
2,2055,1,33.5358,555.706,0.636364
2,2056,1,5.113,2295.84,0.636364
2,2057,1,0.235917,2334.28,0.636364
2,2058,1,8.16481,1137.61,0.636364
2,2049,2,7.63974,1749.25,0.583333
2,2050,2,12.3859,1816.85,0.583333
2,2051,2,21.0693,1269.22,0.583333
2,2052,2,12.6534,1460.86,0.583333
2,2053,2,-5.4323,2269.3,0.583333
2,2054,2,4.42196,1375.41,0.583333
2,2055,2,44.6971,326.825,0.583333
2,2056,2,6.88579,2055.88,0.583333
2,2057,2,2.13916,2044.96,0.583333
2,2058,2,9.99658,961.056,0.583333
2,2049,3,5.00226,2043.35,0.538462
2,2050,3,9.86957,2107.21,0.538462
2,2051,3,18.2884,1495.19,0.538462
2,2052,3,10.1611,1691.93,0.538462
2,2053,3,-7.49906,2563.17,0.538462
2,2054,3,1.13371,1669.45,0.538462
2,2055,3,35.688,555.706,0.538462
2,2056,3,5.01209,2295.84,0.538462
2,2057,3,-0.106682,2334.28,0.538462
2,2058,3,7.13419,1137.61,0.538462
2,2049,4,7.63974,1749.25,0.5
2,2050,4,12.3859,1816.85,0.5
2,2051,4,21.0693,1269.22,0.5
2,2052,4,12.6534,1460.86,0.5
2,2053,4,-5.4323,2269.3,0.5
2,2054,4,4.42196,1375.41,0.5
2,2055,4,44.6971,326.825,0.5
2,2056,4,6.88579,2055.88,0.5
2,2057,4,2.13916,2044.96,0.5
2,2058,4,9.99658,961.056,0.5
2,2049,5,5.00226,2043.35,0.466667
2,2050,5,9.86957,2107.21,0.466667
2,2051,5,18.2884,1495.19,0.466667
2,2052,5,10.1611,1691.93,0.466667
2,2053,5,-7.49906,2563.17,0.466667
2,2054,5,1.13371,1669.45,0.466667
2,2055,5,35.688,555.706,0.466667
2,2056,5,5.01209,2295.84,0.466667
2,2057,5,-0.106682,2334.28,0.466667
2,2058,5,7.13419,1137.61,0.466667
3,2049,1,3.00982,2044.04,0
3,2050,1,5.46995,2104.3,0
3,2051,1,17.6496,1492.54,0
3,2052,1,5.26231,1694.73,0
3,2053,1,-8.40247,2565.26,0
3,2054,1,0.996778,1667.17,0
3,2055,1,40.297,557.841,0
3,2056,1,1.6747,2299.28,0
3,2057,1,0.475956,2334.04,0
3,2058,1,17.3617,1134.63,0
3,2049,2,6.56161,1749.94,0
3,2050,2,9.49159,1813.9,0
3,2051,2,21.5056,1266.76,0
3,2052,2,7.92626,1464.06,0
3,2053,2,-5.73503,2271.41,0
3,2054,2,4.32503,1373.13,0
3,2055,2,49.1695,327.298,0
3,2056,2,2.67223,2059.12,0
3,2057,2,4.43058,2044.67,0
3,2058,2,21.1621,958.708,0
3,2049,3,3.9251,2044.04,0
3,2050,3,6.97115,2104.3,0
3,2051,3,18.7218,1492.54,0
3,2052,3,5.44306,1694.73,0
3,2053,3,-7.7999,2565.26,0
3,2054,3,1.03183,1667.17,0
3,2055,3,40.1199,557.841,0
3,2056,3,0.799883,2299.28,0
3,2057,3,2.18407,2334.04,0
3,2058,3,18.3027,1134.63,0
3,2049,4,6.56161,1749.94,0
3,2050,4,9.49159,1813.9,0
3,2051,4,21.5056,1266.76,0
3,2052,4,7.92626,1464.06,0
3,2053,4,-5.73503,2271.41,0
3,2054,4,4.32503,1373.13,0
3,2055,4,49.1695,327.298,0
3,2056,4,2.67223,2059.12,0
3,2057,4,4.43058,2044.67,0
3,2058,4,21.1621,958.708,0
3,2049,5,3.9251,2044.04,0
3,2050,5,6.97115,2104.3,0
3,2051,5,18.7218,1492.54,0
3,2052,5,5.44306,1694.73,0
3,2053,5,-7.7999,2565.26,0
3,2054,5,1.03183,1667.17,0
3,2055,5,40.1199,557.841,0
3,2056,5,0.799883,2299.28,0
3,2057,5,2.18407,2334.04,0
3,2058,5,18.3027,1134.63,0
4,2049,1,11.5479,2042.15,1
4,2050,1,10.6028,2100.32,1
4,2051,1,19.8304,1488.8,1
4,2052,1,5.7952,1698.61,1
4,2053,1,-9.14863,2568.17,1
4,2054,1,0.0420111,1663.93,1
4,2055,1,31.8161,560.895,1
4,2056,1,1.47286,2303.75,1
4,2057,1,0.942827,2333.73,1
4,2058,1,15.2308,1130.56,1
4,2049,2,13.4314,1748.06,0.857143
4,2050,2,13.6129,1809.86,0.857143
4,2051,2,24.0364,1263.29,0.857143
4,2052,2,6.9959,1468.5,0.857143
4,2053,2,-6.39175,2274.33,0.857143
4,2054,2,5.52892,1369.9,0.857143
4,2055,2,43.0639,328.053,0.857143
4,2056,2,3.27005,2063.34,0.857143
4,2057,2,3.21965,2044.29,0.857143
4,2058,2,17.7639,955.499,0.857143
4,2049,3,10.7922,2042.15,0.75
4,2050,3,11.0868,2100.32,0.75
4,2051,3,21.2487,1488.8,0.75
4,2052,3,4.52528,1698.61,0.75
4,2053,3,-8.454,2568.17,0.75
4,2054,3,2.2287,1663.93,0.75
4,2055,3,33.9607,560.895,0.75
4,2056,3,1.39947,2303.75,0.75
4,2057,3,0.972251,2333.73,0.75
4,2058,3,14.9086,1130.56,0.75
4,2049,4,13.4314,1748.06,0.666667
4,2050,4,13.6129,1809.86,0.666667
4,2051,4,24.0364,1263.29,0.666667
4,2052,4,6.9959,1468.5,0.666667
4,2053,4,-6.39175,2274.33,0.666667
4,2054,4,5.52892,1369.9,0.666667
4,2055,4,43.0639,328.053,0.666667
4,2056,4,3.27005,2063.34,0.666667
4,2057,4,3.21965,2044.29,0.666667
4,2058,4,17.7639,955.499,0.666667
4,2049,5,10.7922,2042.15,0.6
4,2050,5,11.0868,2100.32,0.6
4,2051,5,21.2487,1488.8,0.6
4,2052,5,4.52528,1698.61,0.6
4,2053,5,-8.454,2568.17,0.6
4,2054,5,2.2287,1663.93,0.6
4,2055,5,33.9607,560.895,0.6
4,2056,5,1.39947,2303.75,0.6
4,2057,5,0.972251,2333.73,0.6
4,2058,5,14.9086,1130.56,0.6
5,2049,1,11.1245,2040.86,0.636364
5,2050,1,6.47977,2087.37,0.636364
5,2051,1,9.66134,1485.26,0.636364
5,2052,1,8.59455,1703.61,0.636364
5,2053,1,-9.74206,2571.31,0.636364
5,2054,1,1.82125,1659.83,0.636364
5,2055,1,29.3171,564.885,0.636364
5,2056,1,-1.10725,2308.29,0.636364
5,2057,1,-0.865792,2333.43,0.636364
5,2058,1,18.437,1125.25,0.636364
5,2049,2,12.2853,1746.77,0.583333
5,2050,2,7.95255,1796.74,0.583333
5,2051,2,14.0731,1260.5,0.583333
5,2052,2,12.0072,1474.22,0.583333
5,2053,2,-6.17257,2277.49,0.583333
5,2054,2,4.02223,1365.8,0.583333
5,2055,2,37.2657,329.171,0.583333
5,2056,2,1.91694,2067.62,0.583333
5,2057,2,3.88619,2043.93,0.583333
5,2058,2,20.6304,951.341,0.583333
5,2049,3,9.6443,2040.86,0.538462
5,2050,3,5.40785,2087.37,0.538462
5,2051,3,11.2882,1485.26,0.538462
5,2052,3,9.5526,1703.61,0.538462
5,2053,3,-8.23199,2571.31,0.538462
10,2050,1,5.35364,2121.69,1
10,2051,1,14.3291,1430.36,1
10,2052,1,12.3586,1741.58,1
10,2053,1,-10.2291,2570.24,1
10,2054,1,2.12327,1651.23,1
10,2055,1,29.2863,601.847,1
10,2056,1,2.76734,2331.21,1
10,2057,1,0.918329,2334.7,1
10,2058,1,19.1295,1112.61,1
10,2049,2,6.92571,1772,0.857143
10,2050,2,9.34838,1831.1,0.857143
10,2051,2,15.315,1210.4,0.857143
10,2052,2,14.4935,1517.58,0.857143
10,2053,2,-7.20397,2276.6,0.857143
10,2054,2,13.9154,1357.22,0.857143
10,2055,2,39.8724,348.196,0.857143
10,2056,2,2.69158,2089.3,0.857143
10,2057,2,-1.90118,2044.81,0.857143
10,2058,2,20.9919,942.495,0.857143
10,2049,3,4.32036,2066.01,0.75
10,2050,3,6.8484,2121.69,0.75
10,2051,3,12.481,1430.36,0.75
10,2052,3,12.1569,1741.58,0.75
10,2053,3,-9.26295,2570.24,0.75
10,2054,3,10.5874,1651.23,0.75
10,2055,3,30.5846,601.847,0.75
10,2056,3,0.832133,2331.21,0.75
10,2057,3,-4.15139,2334.7,0.75
10,2058,3,18.1756,1112.61,0.75
10,2049,4,6.92571,1772,0.666667
10,2050,4,9.34838,1831.1,0.666667
10,2051,4,15.315,1210.4,0.666667
10,2052,4,14.4935,1517.58,0.666667
10,2053,4,-7.20397,2276.6,0.666667
10,2054,4,13.9154,1357.22,0.666667
10,2055,4,39.8724,348.196,0.666667
10,2056,4,2.69158,2089.3,0.666667
10,2057,4,-1.90118,2044.81,0.666667
10,2058,4,20.9919,942.495,0.666667
10,2049,5,4.32036,2066.01,0.6
10,2050,5,6.8484,2121.69,0.6
10,2051,5,12.481,1430.36,0.6
10,2052,5,12.1569,1741.58,0.6
10,2053,5,-9.26295,2570.24,0.6
10,2054,5,10.5874,1651.23,0.6
10,2055,5,30.5846,601.847,0.6
10,2056,5,0.832133,2331.21,0.6
10,2057,5,-4.15139,2334.7,0.6
10,2058,5,18.1756,1112.61,0.6
11,2049,1,13.1588,2071.07,0.636364
11,2050,1,8.62386,2123.97,0.636364
11,2051,1,18.0503,1419.65,0.636364
11,2052,1,9.58792,1758.21,0.636364
11,2053,1,-8.56871,2566.63,0.636364
11,2054,1,12.0098,1655.68,0.636364
11,2055,1,33.5153,607.08,0.636364
11,2056,1,1.28158,2335.81,0.636364
11,2057,1,-3.60801,2335.11,0.636364
11,2058,1,13.5197,1119.14,0.636364
11,2049,2,14.8056,1777.09,0.583333
11,2050,2,12.4274,1833.2,0.583333
11,2051,2,19.6208,1200.78,0.583333
11,2052,2,13.7121,1535.82,0.583333
11,2053,2,-8.54881,2273.01,0.583333
11,2054,2,14.5154,1361.65,0.583333
11,2055,2,42.9202,354.47,0.583333
11,2056,2,1.91582,2093.66,0.583333
11,2057,2,-0.26806,2045.18,0.583333
11,2058,2,15.752,947.546,0.583333
11,2049,3,12.2074,2071.07,0.538462
11,2050,3,9.92874,2123.97,0.538462
11,2051,3,16.7789,1419.65,0.538462
11,2052,3,11.417,1758.21,0.538462
11,2053,3,-10.6107,2566.63,0.538462
11,2054,3,11.1972,1655.68,0.538462
11,2055,3,33.7885,607.08,0.538462
11,2056,3,0.0582981,2335.81,0.538462
11,2057,3,-2.51809,2335.11,0.538462
11,2058,3,12.9271,1119.14,0.538462
11,2049,4,14.8056,1777.09,0.5
11,2050,4,12.4274,1833.2,0.5
11,2051,4,19.6208,1200.78,0.5
11,2052,4,13.7121,1535.82,0.5
11,2053,4,-8.54881,2273.01,0.5
11,2054,4,14.5154,1361.65,0.5
11,2055,4,42.9202,354.47,0.5
11,2056,4,1.91582,2093.66,0.5
11,2057,4,-0.26806,2045.18,0.5
11,2058,4,15.752,947.546,0.5
11,2049,5,12.2074,2071.07,0.466667
11,2050,5,9.92874,2123.97,0.466667
11,2051,5,16.7789,1419.65,0.466667
11,2052,5,11.417,1758.21,0.466667
11,2053,5,-10.6107,2566.63,0.466667
11,2054,5,11.1972,1655.68,0.466667
11,2055,5,33.7885,607.08,0.466667
11,2056,5,0.0582981,2335.81,0.466667
11,2057,5,-2.51809,2335.11,0.466667
11,2058,5,12.9271,1119.14,0.466667
12,2049,1,10.929,2073.52,0
12,2050,1,17.1046,2126.63,0
12,2051,1,11.1559,1408.61,0
12,2052,1,16.4278,1762.75,0
12,2053,1,-7.81687,2563.01,0
12,2054,1,11.5166,1660.15,0
12,2055,1,27.1961,612.341,0
12,2056,1,-2.4004,2340.42,0
12,2057,1,-4.64905,2335.52,0
12,2058,1,17.9815,1126.77,0
12,2049,2,11.1876,1779.59,0
12,2050,2,22.5061,1835.66,0
12,2051,2,14.1265,1190.88,0
12,2052,2,20.6231,1540.46,0
12,2053,2,-7.82453,2269.43,0
12,2054,2,15.5616,1366.11,0
12,2055,2,36.0699,360.761,0
12,2056,2,0.6004,2098.03,0
12,2057,2,-2.97479,2045.57,0
12,2058,2,21.0696,953.483,0
12,2049,3,8.59309,2073.52,0
12,2050,3,20.009,2126.63,0
12,2051,3,11.2767,1408.61,0
12,2052,3,18.3354,1762.75,0
12,2053,3,-9.88931,2563.01,0
12,2054,3,12.2531,1660.15,0
12,2055,3,27.0903,612.341,0
12,2056,3,-1.25519,2340.42,0
12,2057,3,-5.22464,2335.52,0
12,2058,3,18.2354,1126.77,0
12,2049,4,11.1876,1779.59,0
12,2050,4,22.5061,1835.66,0
12,2051,4,14.1265,1190.88,0
12,2052,4,20.6231,1540.46,0
12,2053,4,-7.82453,2269.43,0
12,2054,4,15.5616,1366.11,0
12,2055,4,36.0699,360.761,0
12,2056,4,0.6004,2098.03,0
20,2050,1,1.19298,2079.14,0.636364
20,2051,1,19.9776,1375.01,0.636364
20,2052,1,-3.74924,1790.41,0.636364
20,2053,1,-3.05324,2504.74,0.636364
20,2054,1,16.1652,1714.07,0.636364
20,2055,1,33.6185,655.436,0.636364
20,2056,1,1.54476,2366.81,0.636364
20,2057,1,-4.39466,2347.51,0.636364
20,2058,1,10.3739,1229.33,0.636364
20,2049,2,12.9923,1809.01,0.583333
20,2050,2,2.15923,1786.58,0.583333
20,2051,2,23.1793,1161.54,0.583333
20,2052,2,0.120074,1559.46,0.583333
20,2053,2,-1.48494,2211.5,0.583333
20,2054,2,20.2793,1420.14,0.583333
20,2055,2,42.9946,411.639,0.583333
20,2056,2,1.01709,2122.09,0.583333
20,2057,2,-2.18113,2057.19,0.583333
20,2058,2,15.6855,1036.97,0.583333
20,2049,3,10.4387,2102.74,0.538462
20,2050,3,-0.414638,2079.14,0.538462
20,2051,3,20.3159,1375.01,0.538462
20,2052,3,-2.2239,1790.41,0.538462
20,2053,3,-3.59822,2504.74,0.538462
20,2054,3,17.0867,1714.07,0.538462
20,2055,3,35.0999,655.436,0.538462
20,2056,3,-0.835276,2366.81,0.538462
20,2057,3,-4.42174,2347.51,0.538462
20,2058,3,12.7975,1229.33,0.538462
20,2049,4,12.9923,1809.01,0.5
20,2050,4,2.15923,1786.58,0.5
20,2051,4,23.1793,1161.54,0.5
20,2052,4,0.120074,1559.46,0.5
20,2053,4,-1.48494,2211.5,0.5
20,2054,4,20.2793,1420.14,0.5
20,2055,4,42.9946,411.639,0.5
20,2056,4,1.01709,2122.09,0.5
20,2057,4,-2.18113,2057.19,0.5
20,2058,4,15.6855,1036.97,0.5
20,2049,5,10.4387,2102.74,0.466667
20,2050,5,-0.414638,2079.14,0.466667
20,2051,5,20.3159,1375.01,0.466667
20,2052,5,-2.2239,1790.41,0.466667
20,2053,5,-3.59822,2504.74,0.466667
20,2054,5,17.0867,1714.07,0.466667
20,2055,5,35.0999,655.436,0.466667
20,2056,5,-0.835276,2366.81,0.466667
20,2057,5,-4.42174,2347.51,0.466667
100,2052,1,15.6647,1779.89,1
100,2052,1,7.22773,1779.89,1
100,2053,1,8.05942,1983.55,1
100,2054,1,14.9887,1954.21,1
100,2055,1,22.7251,925.938,1
100,2056,1,1.92278,2101.28,1
100,2057,1,9.95065,1975.24,1
100,2058,1,4.05162,1693.07,1
100,2051,2,9.4429,1189.56,0.857143
100,2052,2,10.1299,1499.73,0.857143
100,2053,2,11.0337,1690.52,0.857143
100,2054,2,19.073,1660.25,0.857143
100,2055,2,26.2013,720.715,0.857143
100,2056,2,4.16266,1841.49,0.857143
100,2057,2,11.4016,1682.09,0.857143
100,2058,2,5.48129,1462.77,0.857143
100,2051,3,5.88089,1467.35,0.75
100,2052,3,7.22311,1779.89,0.75
100,2053,3,8.32061,1983.55,0.75
100,2054,3,16.3063,1954.21,0.75
100,2055,3,21.9486,925.938,0.75
100,2056,3,1.92278,2101.28,0.75
100,2057,3,8.67502,1975.24,0.75
100,2058,3,2.99976,1693.07,0.75
100,2051,4,9.4429,1189.56,0.666667
100,2052,4,10.1299,1499.73,0.666667
100,2053,4,11.0337,1690.52,0.666667
100,2054,4,19.073,1660.25,0.666667
100,2055,4,26.2013,720.715,0.666667
100,2056,4,4.16266,1841.49,0.666667
100,2057,4,11.4016,1682.09,0.666667
100,2058,4,5.48129,1462.77,0.666667
100,2051,5,5.88089,1467.35,0.6
100,2052,5,7.22311,1779.89,0.6
100,2053,5,8.32061,1983.55,0.6
100,2054,5,16.3063,1954.21,0.6
100,2055,5,21.9486,925.938,0.6
100,2056,5,1.92278,2101.28,0.6
100,2057,5,8.67502,1975.24,0.6
100,2058,5,2.99976,1693.07,0.6
